Equipment ID,Year,Consumption,Stock,Demand,ACL,MSL,USL,PLT,RPQ
1,1990,313,0,480,,,,18,
1,1991,347,0,363,,,,18,
1,1992,443,0,545,,,,18,
1,1993,416,0,541,389.0,466.79999999999995,1167.0,18,1750.4999999999998
1,1994,527,0,490,413.0,495.59999999999997,1239.0,18,1858.4999999999998
1,1995,454,0,525,476.0,571.1999999999999,1428.0,18,2142.0
1,1996,464,0,624,472.0,566.4,1416.0,18,2124.0
1,1997,695,0,574,471.0,565.1999999999999,1413.0,18,2119.5
1,1998,623,0,799,577.0,692.4,1731.0,18,2596.5
1,1999,728,0,828,620.0,744.0,1860.0,18,2790.0
1,2000,733,0,835,687.0,824.4,2061.0,18,3091.5
1,2001,702,0,786,713.0,855.6,2139.0,18,3208.5
1,2002,800,0,914,716.0,859.1999999999999,2148.0,18,3221.9999999999995
1,2003,839,0,890,756.0,907.1999999999999,2268.0,18,3401.9999999999995
1,2004,781,0,1022,803.0,963.5999999999999,2409.0,18,3613.4999999999995
1,2005,837,0,1009,803.0,963.5999999999999,2409.0,18,3613.4999999999995
1,2006,956,0,1053,818.0,981.5999999999999,2454.0,18,3680.9999999999995
1,2007,925,0,1281,887.0,1064.3999999999999,2661.0,18,3991.5
1,2008,1031,0,1160,920.0,1104.0,2760.0,18,4140.0
1,2009,940,0,1148,983.0,1179.6,2949.0,18,4423.5
1,2010,1017,0,1204,967.0,1160.3999999999999,2901.0,18,4351.5
1,2011,1118,0,1188,993.0,1191.6,2979.0,18,4468.5
1,2012,1265,0,1412,1054.0,1264.8,3162.0,18,4743.0
1,2013,1183,0,1312,1174.0,1408.8,3522.0,18,5283.0
1,2014,1211,0,1356,1199.0,1438.8,3597.0,18,5395.5
1,2015,1176,0,1462,1210.0,1452.0,3630.0,18,5445.0
1,2016,1220,0,1403,1188.0,1425.6,3564.0,18,5346.0
1,2017,1294,0,1578,1203.0,1443.6,3609.0,18,5413.5
1,2018,1397,0,1657,1249.0,1498.8,3747.0,18,5620.5
1,2019,1288,0,1579,1333.0,1599.6,3999.0,18,5998.5
2,1990,652,913,3074,,,,18,
2,1991,723,1359,2325,,,,18,
2,1992,923,1251,3492,,,,18,
2,1993,866,1506,3467,811.0,973.1999999999999,2433.0,18,2143.4999999999995
2,1994,1097,1576,3137,861.0,1033.2,2583.0,18,2298.5
2,1995,947,1747,3360,991.0,1189.2,2973.0,18,2712.5
2,1996,967,1726,3997,983.0,1179.6,2949.0,18,2697.5
2,1997,1448,1674,3676,982.0,1178.3999999999999,2946.0,18,2745.0
2,1998,1298,1863,5116,1204.0,1444.8,3612.0,18,3555.0
2,1999,1516,1977,5303,1292.0,1550.3999999999999,3876.0,18,3836.999999999999
2,2000,1527,2101,5344,1432.0,1718.3999999999999,4296.0,18,4342.999999999999
2,2001,1462,2399,5035,1485.0,1782.0,4455.0,18,4283.5
2,2002,1667,2332,5851,1492.0,1790.3999999999999,4476.0,18,4381.999999999999
2,2003,1747,2686,5702,1575.0,1890.0,4725.0,18,4401.5
2,2004,1626,2801,6546,1672.0,2006.3999999999999,5016.0,18,4722.999999999999
2,2005,1743,2451,6463,1673.0,2007.6,5019.0,18,5077.5
2,2006,1991,2552,6742,1704.0,2044.8,5112.0,18,5116.0
2,2007,1926,2816,8199,1847.0,2216.4,5541.0,18,5495.5
2,2008,2146,3189,7427,1917.0,2300.4,5751.0,18,5437.5
2,2009,1958,3042,7353,2046.0,2455.2,6138.0,18,6165.0
2,2010,2119,3099,7711,2015.0,2418.0,6045.0,18,5968.5
2,2011,2329,3159,7609,2069.0,2482.7999999999997,6207.0,18,6151.5
2,2012,2634,3546,9038,2197.0,2636.4,6591.0,18,6340.5
2,2013,2463,3374,8399,2446.0,2935.2,7338.0,18,7633.0
2,2014,2522,3479,8681,2497.0,2996.4,7491.0,18,7757.5
2,2015,2448,3469,9362,2521.0,3025.2,7563.0,18,7875.5
2,2016,2540,3758,8981,2475.0,2970.0,7425.0,18,7379.5
2,2017,2693,3933,10105,2506.0,3007.2,7518.0,18,7344.0
2,2018,2909,3790,10610,2601.0,3121.2,7803.0,18,7914.5
2,2019,2681,4145,10107,2775.0,3330.0,8325.0,18,8342.5
3,1990,1800,1508,107,,,,12,
3,1991,1997,2246,81,,,,12,
3,1992,2551,2068,121,,,,12,
3,1993,2391,2489,121,2241.0,2689.2,6723.0,12,6475.0
3,1994,3030,2604,109,2378.0,2853.6,7134.0,12,6908.0
3,1995,2615,2887,117,2737.0,3284.4,8211.0,12,8061.0
3,1996,2671,2853,139,2716.0,3259.2,8148.0,12,8011.0
3,1997,3999,2766,128,2712.0,3254.4,8136.0,12,8082.0
3,1998,3584,3078,178,3325.0,3990.0,9975.0,12,10222.0
3,1999,4186,3267,185,3570.0,4284.0,10710.0,12,11013.0
3,2000,4217,3472,186,3954.0,4744.8,11862.0,12,12344.0
3,2001,4038,3964,175,4101.0,4921.2,12303.0,12,12440.0
3,2002,4603,3853,204,4122.0,4946.4,12366.0,12,12635.0
3,2003,4824,4437,198,4350.0,5220.0,13050.0,12,12963.0
3,2004,4491,4629,228,4619.0,5542.8,13857.0,12,13847.0
3,2005,4814,4050,225,4620.0,5544.0,13860.0,12,14430.0
3,2006,5498,4216,235,4708.0,5649.599999999999,14124.0,12,14616.0
3,2007,5319,4653,286,5102.0,6122.4,15306.0,12,15755.0
3,2008,5927,5269,259,5294.0,6352.8,15882.0,12,15907.0
3,2009,5408,5026,256,5652.0,6782.4,16956.0,12,17582.0
3,2010,5851,5121,269,5566.0,6679.2,16698.0,12,17143.0
3,2011,6431,5219,265,5716.0,6859.2,17148.0,12,17645.0
3,2012,7274,5859,315,6067.0,7280.4,18201.0,12,18409.0
3,2013,6802,5575,293,6755.0,8106.0,20265.0,12,21445.0
3,2014,6963,5748,302,6897.0,8276.4,20691.0,12,21840.0
3,2015,6760,5732,326,6961.0,8353.199999999999,20883.0,12,22112.0
3,2016,7014,6209,313,6834.0,8200.8,20502.0,12,21126.999999999996
3,2017,7438,6498,352,6920.0,8304.0,20760.0,12,21182.0
3,2018,8033,6263,370,7183.0,8619.6,21549.0,12,22469.0
3,2019,7403,6849,352,7664.0,9196.8,22992.0,12,23806.999999999996
4,1990,1983,1101,2870,,,,12,
4,1991,2200,1640,2171,,,,12,
4,1992,2810,1510,0,,,,12,
4,1993,2633,1818,3237,2468.0,2961.6,7404.0,12,8054.0
4,1994,3337,1901,2928,2619.0,3142.7999999999997,7857.0,12,8575.0
4,1995,2880,2108,0,3014.0,3616.7999999999997,9042.0,12,9947.999999999998
4,1996,2942,2083,0,2991.0,3589.2,8973.0,12,9881.0
4,1997,4404,2020,0,2987.0,3584.4,8961.0,12,9928.0
4,1998,3947,2248,4776,3662.0,4394.4,10986.0,12,12399.999999999998
4,1999,4610,2386,0,3931.0,4717.2,11793.0,12,13338.0
4,2000,4645,2535,4989,4354.0,5224.8,13062.0,12,14881.0
4,2001,4448,2895,0,4517.0,5420.4,13551.0,12,15173.0
4,2002,5070,2814,5463,4540.0,5448.0,13620.0,12,15346.0
4,2003,5313,3241,5323,4791.0,5749.2,14373.0,12,15923.0
4,2004,4947,3380,6112,5087.0,6104.4,15261.0,12,16968.0
4,2005,5302,2958,0,5089.0,6106.8,15267.0,12,17398.0
4,2006,6055,3079,0,5185.0,6222.0,15555.0,12,17661.0
4,2007,5858,3398,7655,5619.0,6742.8,16857.0,12,19078.0
4,2008,6528,3848,6934,5831.0,6997.2,17493.0,12,19476.0
4,2009,5956,3670,0,6225.0,7470.0,18675.0,12,21230.0
4,2010,6444,3740,7199,6130.0,7356.0,18390.0,12,20780.0
4,2011,7083,3812,7104,6295.0,7554.0,18885.0,12,21368.0
4,2012,8012,4279,8439,6682.0,8018.4,20046.0,12,22449.0
4,2013,7491,4071,7842,7441.0,8929.199999999999,22323.0,12,25693.0
4,2014,7670,4197,8105,7596.0,9115.199999999999,22788.0,12,26187.0
4,2015,7446,4186,8741,7667.0,9200.4,23001.0,12,26482.0
4,2016,7725,4534,8385,7528.0,9033.6,22584.0,12,25578.0
4,2017,8193,4746,9434,7622.0,9146.4,22866.0,12,25742.0
4,2018,8848,4574,9906,7912.0,9494.4,23736.0,12,27074.0
4,2019,8154,5001,0,8442.0,10130.4,25326.0,12,28767.0
5,1990,689,161,3101,,,,18,
5,1991,764,239,2345,,,,18,
5,1992,976,220,3523,,,,18,
5,1993,0,265,3498,857.0,1028.3999999999999,2571.0,18,3591.5
5,1994,1160,278,3164,452.0,542.4,1356.0,18,1756.0
5,1995,1001,308,3390,742.0,890.4,2226.0,18,3031.0
5,1996,1022,304,4031,887.0,1064.3999999999999,2661.0,18,3687.5
5,1997,1531,295,3708,1038.0,1245.6,3114.0,18,4376.0
5,1998,1372,328,5160,1273.0,1527.6,3819.0,18,5400.5
5,1999,0,348,5350,1366.0,1639.2,4098.0,18,5799.0
5,2000,0,370,5391,712.0,854.4,2136.0,18,2834.0
5,2001,0,423,5079,228.0,273.59999999999997,684.0,18,603.0
5,2002,1762,411,5903,0.0,0.0,0.0,18,-411.0
5,2003,1847,473,5752,881.0,1057.2,2643.0,18,3491.5
5,2004,0,494,6604,1510.0,1812.0,4530.0,18,6301.0
5,2005,1843,432,6519,909.0,1090.8,2727.0,18,3658.5
5,2006,0,450,6800,1229.0,1474.8,3687.0,18,5080.5
5,2007,0,496,8271,614.0,736.8,1842.0,18,2267.0
5,2008,2269,562,7492,307.0,368.4,921.0,18,819.5
5,2009,0,536,7417,1134.0,1360.8,3402.0,18,4567.0
5,2010,0,546,7778,756.0,907.1999999999999,2268.0,18,2855.9999999999995
5,2011,2462,557,7676,378.0,453.59999999999997,1134.0,18,1143.9999999999998
5,2012,2785,625,9117,1231.0,1477.2,3693.0,18,4914.5
5,2013,2604,595,8473,2213.0,2655.6,6639.0,18,9363.5
5,2014,0,613,8757,2640.0,3168.0,7920.0,18,11267.0
5,2015,0,612,9444,1332.0,1598.3999999999999,3996.0,18,5381.999999999999
5,2016,2685,662,9060,434.0,520.8,1302.0,18,1290.9999999999998
5,2017,0,693,10193,1342.0,1610.3999999999999,4026.0,18,5345.999999999999
5,2018,3075,668,10703,895.0,1074.0,2685.0,18,3359.5
5,2019,2834,731,10195,1985.0,2382.0,5955.0,18,8201.5
6,1990,599,0,1133,,,,18,
6,1991,664,1682,857,,,,18,
6,1992,849,1548,1287,,,,18,
6,1993,795,0,1278,745.0,894.0,2235.0,18,3352.5
6,1994,1008,1950,1156,791.0,949.1999999999999,2373.0,18,1609.4999999999995
6,1995,870,2162,1239,910.0,1092.0,2730.0,18,1933.0
6,1996,889,2136,1473,903.0,1083.6,2709.0,18,1927.4999999999995
6,1997,1331,0,1355,902.0,1082.3999999999999,2706.0,18,4059.0
6,1998,1192,2305,1886,1106.0,1327.2,3318.0,18,2672.0
6,1999,1393,2447,1955,1187.0,1424.3999999999999,3561.0,18,2894.5
6,2000,1403,0,1970,1315.0,1578.0,3945.0,18,5917.5
6,2001,1344,2969,1856,1364.0,1636.8,4092.0,18,3169.0
6,2002,1532,2885,2157,1371.0,1645.2,4113.0,18,3284.5
6,2003,1605,0,2102,1447.0,1736.3999999999999,4341.0,18,6511.499999999999
6,2004,1495,3466,2413,1537.0,1844.3999999999999,4611.0,18,3450.499999999999
6,2005,1602,3033,2382,1537.0,1844.3999999999999,4611.0,18,3883.499999999999
6,2006,1830,0,2485,1566.0,1879.1999999999998,4698.0,18,7046.999999999999
6,2007,1770,0,3022,1698.0,2037.6,5094.0,18,7641.0
6,2008,1972,3946,2738,1762.0,2114.4,5286.0,18,3983.0
6,2009,1800,3763,2710,1881.0,2257.2,5643.0,18,4701.5
6,2010,1947,0,2842,1852.0,2222.4,5556.0,18,8334.0
6,2011,2140,3908,2805,1902.0,2282.4,5706.0,18,4651.0
6,2012,2421,4387,3332,2019.0,2422.7999999999997,6057.0,18,4698.5
6,2013,2263,4174,3096,2248.0,2697.6,6744.0,18,5942.0
